date,USD,EUR,RUB
2016-09-23,25.9779073779,29.1539651640,0.4064023914
2016-09-24,25.9716918947,29.1571056915,0.4053108474
2016-09-25,25.9716918947,29.1540707078,0.4029111325
2016-09-26,25.9521289094,29.2544371457,0.4066487079
2016-09-27,25.8950004578,29.0229218842,0.4044940317
2016-09-28,25.8849749369,28.9901198927,0.4049743244
2016-09-29,25.8400001654,29.0573137600,0.4103029547
2016-09-30,25.8999996313,29.1109872984,0.4127266056
2016-10-01,25.7236844136,28.9153620800,0.4091313420
2016-10-02,25.7236844136,28.9101910808,0.4087666362
2016-10-03,25.9089718610,29.0503084214,0.4156744985
2016-10-04,25.8247866127,28.9749511168,0.4130291482
2016-10-05,25.8688602878,28.9588930535,0.4143723992
2016-10-06,25.8849883375,28.8800886579,0.4161809109
2016-10-07,25.8219733920,28.8141633706,0.4148278964
2016-10-08,25.6591449449,28.7413693993,0.4123314258
2016-10-09,25.6591449449,28.7400024426,0.4122560273
2016-10-10,25.8670935045,28.8610458510,0.4178623956
2016-10-11,25.7999666668,28.5352386083,0.4114798278
2016-10-12,25.8045935969,28.4264613764,0.4095188911
2016-10-13,25.7871853061,28.4726963035,0.4089573763
2016-10-14,25.8371963239,28.3831803122,0.4100293266
2016-10-15,25.7365875704,28.2366615874,0.4090405941
2016-10-16,25.7700004578,28.2720794929,0.4095677242
2016-10-17,25.8349990845,28.4132869017,0.4094632476
2016-10-18,25.6777540983,28.2332764453,0.4084154225
2016-10-19,25.8040019052,28.2836088776,0.4143405860
2016-10-20,25.6343732940,28.0305776900,0.4106334765
2016-10-21,25.7064253870,27.9395663367,0.4110814359
2016-10-22,25.6614890336,27.9331526748,0.4117697213
2016-10-23,25.6614890336,27.9332584668,0.4117697213
2016-10-24,25.6000007015,27.8705480549,0.4115307505
2016-10-25,25.6271270450,27.9054485286,0.4127048601
2016-10-26,25.5507784419,27.8868322307,0.4068153790
2016-10-27,25.5699905506,27.8807277056,0.4070017713
2016-10-28,25.5370356735,27.9179690235,0.4058878300
2016-10-29,25.4699993134,27.9822452960,0.4041740744
2016-10-30,25.4699993134,27.9851661182,0.4042183337
2016-10-31,25.5699057115,28.0170265993,0.4037198550
2016-11-01,25.5725402289,28.2377088346,0.4053202929
2016-11-02,25.5410115902,28.3888488034,0.4007843248
2016-11-03,25.6949996947,28.5019095317,0.4033690567
2016-11-04,25.5749964378,28.4458932095,0.3970619448
2016-11-05,25.5751205228,28.4832525596,0.3974448731
2016-11-06,25.5751205228,28.4924984114,0.3971594193
2016-11-07,25.6849994658,28.3524185606,0.4025856207
2016-11-08,25.6705992382,28.3271029860,0.4031579937
2016-11-09,25.6019967052,28.0332360184,0.4020953775
2016-11-10,25.5724979037,27.8228008810,0.3917545671
2016-11-11,25.6471926721,27.7812386735,0.3884824994
2016-11-12,25.6200008392,27.8162754112,0.3891768854
2016-11-13,25.6200008392,27.8114192283,0.3891768854
2016-11-14,25.8743196748,27.7416244183,0.3901137329
2016-11-15,26.2477538291,28.1579851467,0.4064442493
2016-11-16,26.1700015609,27.9999723514,0.4049087526
2016-11-17,25.9939717099,27.6953774747,0.4030801715
2016-11-18,25.8649899256,27.4096556272,0.3999847561
2016-11-19,25.8500003815,27.3763698844,0.3997974006
2016-11-20,25.8500003815,27.3720216450,0.3983492835
2016-11-21,25.8649899256,27.4977370427,0.4020372255
